data_dir,C,DB_H,DB_V,SB,N
2025-05-31--00h-07m-23s,3.5,0.0,36.0,0.5,40.0
2025-05-31--00h-07m-23s,11.0,0.0,28.0,0.0,39.0
2025-05-31--00h-07m-23s,9.0,0.0,31.0,0.0,40.0
2025-05-31--00h-07m-23s,5.0,0.0,35.0,0.5,40.5
2025-05-31--00h-07m-23s,8.5,0.0,32.0,0.0,40.5
2025-05-31--00h-07m-23s,7.0,1.0,33.0,0.0,41.0
2025-05-31--00h-07m-23s,7.0,0.0,33.0,0.0,40.0
2025-05-31--00h-07m-23s,8.0,0.0,33.0,0.0,41.0
2025-05-31--00h-07m-23s,14.0,0.0,26.0,1.0,41.0
2025-05-31--00h-07m-23s,4.5,0.0,36.0,0.0,40.5
2025-05-31--00h-07m-23s,8.0,0.0,32.0,0.5,40.5
2025-05-31--00h-07m-23s,9.0,1.0,30.0,0.0,40.0
2025-05-31--00h-07m-23s,11.0,0.0,29.0,0.0,40.0
2025-05-31--00h-07m-23s,3.5,1.0,34.0,0.5,39.0
2025-05-31--00h-07m-23s,8.5,1.0,30.0,0.0,39.5
2025-05-31--00h-07m-23s,5.5,1.0,34.0,0.0,40.5
2025-05-31--00h-07m-23s,8.0,1.0,30.0,0.0,39.0
2025-05-31--00h-07m-23s,4.5,1.0,34.0,0.0,39.5
2025-05-31--00h-07m-23s,8.0,0.0,33.0,0.0,41.0
2025-05-31--00h-07m-23s,6.0,1.0,34.0,0.0,41.0
2025-05-31--00h-07m-23s,7.0,0.0,32.0,0.5,39.5
2025-05-31--00h-07m-23s,9.5,1.0,30.0,0.0,40.5
2025-05-31--00h-07m-23s,6.5,0.0,34.0,0.0,40.5
2025-05-31--00h-07m-23s,5.5,1.0,34.0,0.0,40.5
2025-05-31--00h-07m-23s,7.0,0.0,33.0,0.0,40.0
2025-05-31--00h-07m-23s,8.5,0.0,31.0,0.0,39.5
2025-05-31--00h-07m-23s,9.5,0.0,29.0,1.0,39.5
2025-05-31--00h-07m-23s,5.0,1.0,34.0,0.0,40.0
2025-05-31--00h-07m-23s,5.5,0.0,34.0,0.0,39.5
2025-05-31--00h-07m-23s,6.0,0.0,33.0,0.0,39.0
2025-05-31--00h-07m-23s,9.5,0.0,31.0,0.5,41.0
2025-05-31--00h-07m-23s,9.0,0.0,31.0,0.0,40.0
2025-05-31--00h-07m-23s,11.0,0.0,29.0,0.5,40.5
2025-05-31--00h-07m-23s,9.0,0.0,30.0,0.0,39.0
2025-05-31--00h-07m-23s,5.0,0.0,36.0,0.0,41.0
2025-05-31--00h-07m-23s,7.0,1.0,32.0,0.0,40.0
2025-05-31--00h-07m-23s,8.0,1.0,31.0,0.0,40.0
2025-05-31--00h-07m-23s,8.0,2.0,29.0,0.0,39.0
2025-05-31--00h-07m-23s,5.0,0.0,34.0,0.0,39.0
2025-05-31--00h-07m-23s,9.0,3.0,29.0,0.0,41.0
2025-05-31--00h-07m-23s,8.0,0.0,31.0,0.0,39.0
2025-05-31--00h-07m-23s,10.0,0.0,31.0,0.0,41.0
2025-05-31--00h-07m-23s,10.5,2.0,27.0,0.5,40.0
2025-05-31--00h-07m-23s,7.0,0.0,32.0,0.0,39.0
2025-05-31--00h-07m-23s,9.0,0.0,31.0,0.0,40.0
2025-05-31--00h-07m-23s,7.5,0.0,32.0,0.0,39.5
2025-05-31--00h-07m-23s,10.0,0.0,31.0,0.0,41.0
2025-05-31--00h-07m-23s,7.0,0.0,32.0,0.0,39.0
2025-05-31--00h-07m-23s,8.0,0.0,33.0,0.0,41.0
2025-05-31--00h-07m-23s,5.0,1.0,34.0,0.0,40.0
2025-05-31--00h-07m-23s,6.0,2.0,31.0,0.0,39.0
2025-05-31--00h-07m-23s,8.0,0.0,31.0,0.0,39.0
2025-05-31--00h-07m-23s,6.5,0.0,34.0,0.0,40.5
2025-05-31--00h-07m-23s,8.0,1.0,31.0,0.0,40.0
2025-05-31--00h-07m-23s,8.5,0.0,31.0,0.0,39.5
2025-05-31--00h-07m-23s,9.0,1.0,29.0,0.5,39.5
2025-05-31--00h-07m-23s,5.0,1.0,35.0,0.0,41.0
2025-05-31--00h-07m-23s,9.5,0.0,30.0,0.0,39.5
